"documents","link","keywords"
"https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022/laboratory-confirmed-cases-of-invasive-meningococcal-infection-in-england-april-to-june-2022","https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022","impact, survey"
"https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022/laboratory-confirmed-cases-of-invasive-meningococcal-infection-in-england-january-to-march-2022","https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022","impact, survey"
"https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022/laboratory-confirmed-cases-of-invasive-meningococcal-infection-in-england-october-to-december-2021","https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022","impact, survey"
"https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022/laboratory-confirmed-cases-of-invasive-meningococcal-infection-in-england-july-to-september-2021","https://www.gov.uk/government/publications/meningococcal-disease-laboratory-confirmed-cases-in-england-in-2021-to-2022","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1160090/PBSA_report_end_of_Phase_2_-_Executive_Summary.pdf","https://www.gov.uk/government/publications/place-based-social-action-phase-2-evaluation-report","impact, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1160091/PBSA_report_-_end_of_Phase_2.pdf","https://www.gov.uk/government/publications/place-based-social-action-phase-2-evaluation-report","evaluation, impact, monitoring, interview, survey, deliberative"
"https://www.gov.uk/government/statistics/milk-utilisation-by-dairies-in-england-and-wales/usage-of-milk-by-dairies-in-the-united-kingdom-statistics-february-2023","https://www.gov.uk/government/statistics/milk-utilisation-by-dairies-in-england-and-wales","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159938/milkutil-dataset-01jun23.ods","https://www.gov.uk/government/statistics/milk-utilisation-by-dairies-in-england-and-wales",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159940/milkutil_supplies-dataset-01jun23.ods","https://www.gov.uk/government/statistics/milk-utilisation-by-dairies-in-england-and-wales",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/848640/milkutil-sizedistributions-26nov19.ods","https://www.gov.uk/government/statistics/milk-utilisation-by-dairies-in-england-and-wales",NA
"https://www.gov.uk/government/statistics/historical-national-statistics-notices-on-milk-utilisation-by-dairies-2023/usage-of-milk-by-dairies-in-the-united-kingdom-statistics-march-2023-published-04-may-2023","https://www.gov.uk/government/statistics/historical-national-statistics-notices-on-milk-utilisation-by-dairies-2023","survey"
"https://www.gov.uk/government/statistics/historical-national-statistics-notices-on-milk-utilisation-by-dairies-2023/usage-of-milk-by-dairies-in-the-united-kingdom-statistics-january-2023-published-02-march-2023","https://www.gov.uk/government/statistics/historical-national-statistics-notices-on-milk-utilisation-by-dairies-2023","survey"
"https://www.gov.uk/government/statistics/historical-national-statistics-notices-on-milk-utilisation-by-dairies-2023/usage-of-milk-by-dairies-in-the-united-kingdom-statistics-january-2023-published-02-march-2023--2","https://www.gov.uk/government/statistics/historical-national-statistics-notices-on-milk-utilisation-by-dairies-2023","survey"
"https://www.gov.uk/government/publications/evaluation-of-the-children-of-alcohol-dependent-parents-programme-innovation-fund/evaluation-of-the-children-of-alcohol-dependent-parents-programme-innovation-fund-executive-summary","https://www.gov.uk/government/publications/evaluation-of-the-children-of-alcohol-dependent-parents-programme-innovation-fund","evaluation, impact, survey, case study, interview, experimental"
"https://www.gov.uk/government/publications/evaluation-of-the-children-of-alcohol-dependent-parents-programme-innovation-fund/evaluation-of-the-children-of-alcohol-dependent-parents-programme-innovation-fund-full-report","https://www.gov.uk/government/publications/evaluation-of-the-children-of-alcohol-dependent-parents-programme-innovation-fund","evaluation, impact, survey, realist, interview, monitoring, case study, performance, experimental"
"https://www.gov.uk/government/statistics/english-housing-survey-local-authority-housing-stock-condition-modelling-2019/english-housing-survey-local-authority-housing-stock-condition-modelling-2019","https://www.gov.uk/government/statistics/english-housing-survey-local-authority-housing-stock-condition-modelling-2019","survey, experimental, evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159779/EHS_Local_Authority_Stock_Condition_Modelling_DHS.ods","https://www.gov.uk/government/statistics/english-housing-survey-local-authority-housing-stock-condition-modelling-2019",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159780/EHS_Local_Authority_Stock_Condition_Modelling_HHSRS.ods","https://www.gov.uk/government/statistics/english-housing-survey-local-authority-housing-stock-condition-modelling-2019",NA
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/civil-justice-statistics-quarterly-january-to-march-2023","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","survey, impact, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159925/civil-Justice-stats-main-tables-Jan-Mar-2023.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159927/accessible-civil-justice-stats-main-tables-Jan-Mar-2023.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/guide-to-civil-justice-statistics-quarterly","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","impact, evaluation, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/quality-statement","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","performance, impact, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/pre-release-list","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","performance, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/business-and-property-courts-guidance-document","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159928/BPC_Main_Tables_Q1_2023.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159930/accessible_bpc_tables_Q1_2023.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159931/BPC_Infographic.pdf","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159932/csvs.zip","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/royal-courts-of-justice-statistics-guidance-document","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159934/Royal_Courts_of_Justice_Annual_Tables-_2022.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023",NA
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/sankey-case-progression-tool-guide","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023/judicial-review-data-visualisation-tool","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2023","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159822/options-for-addressing-the-cost-of-pilot-training.pdf","https://www.gov.uk/government/publications/addressing-the-cost-of-pilot-training","impact, evaluation, survey, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159637/options-for-addressing-the-cost-of-pilot-training-quantification-methodology-appendix-a.pdf","https://www.gov.uk/government/publications/addressing-the-cost-of-pilot-training","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159638/options-for-addressing-the-cost-of-pilot-training-research-questionnaire-appendix-b.pdf","https://www.gov.uk/government/publications/addressing-the-cost-of-pilot-training","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159641/options-for-addressing-the-cost-of-pilot-training-topic-guide-for-stakeholder-interviews-appendix-c.pdf","https://www.gov.uk/government/publications/addressing-the-cost-of-pilot-training","interview, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159836/options-for-addressing-the-cost-of-pilot-training-pilot-funding-matrix-appendix-d.ods","https://www.gov.uk/government/publications/addressing-the-cost-of-pilot-training",NA
