"link","updated","title","summary"
"https://www.gov.uk/government/publications/enhanced-case-management-evaluation-phase-one-report","2023-04-26T08:00:29Z","Enhanced case management evaluation: phase one report","This report is based on the first phase of the <mark>evaluation</mark>, which ran between September 2019 and March 2022 in four youth justice services in South West England."
"https://www.gov.uk/government/publications/investigating-the-prevalence-and-impact-of-fake-reviews","2023-04-25T13:40:53Z","Investigating the prevalence and impact of fake reviews","This research investigates the prevalence of fake reviews on UK e-commerce platforms and assesses the impact and subsequent harm they can have on UK consumers."
"https://www.gov.uk/government/publications/how-multi-academy-trusts-are-involved-in-school-inspections","2023-04-25T08:30:01Z","How multi-academy trusts are involved in school inspections","A report exploring the role and responsibilities of multi-academy trusts in school inspections."
"https://www.gov.uk/government/publications/sector-sustainability-grant-evaluation","2023-04-24T12:48:04Z","Sector Sustainability Grant Evaluation","This report covers the findings of the Sector Sustainability Grant."
"https://www.gov.uk/government/publications/evaluation-and-data-report-for-the-culture-recovery-fund","2023-04-20T23:15:00Z","Evaluation and data report for the Culture Recovery Fund","<mark>Evaluation</mark> and data report for the Culture Recovery Fund, which was set up to tackle challenges faced by cultural organisations and heritage sites during the coronavirus (COVID-19) pandemic."
"https://www.gov.uk/government/publications/evaluating-the-building-better-relationships-programme-feasibility-study-for-an-impact-evaluation-of-proven-reoffending","2023-04-20T09:00:00Z","Evaluating the Building Better Relationships programme: Feasibility study for an impact evaluation of proven reoffending","This report explores the feasibility of conducting a quantitative impact <mark>evaluation</mark> of the Building Better Relationships (BBR) programme on rates of proven reconvictions."
"https://www.gov.uk/government/statistics/dcms-sector-national-economic-estimates-2011-to-2020","2023-04-20T08:34:53Z","DCMS Sector National Economic Estimates: 2011 to 2020","The purpose of this publication is to report and compare economic measures for the DCMS sectors, where possible, for the past ten calendar years."
"https://www.gov.uk/government/publications/health-led-employment-trials-evaluation","2023-04-20T08:30:05Z","Health-led Employment Trials Evaluation","This report draws on the main findings across the various impact analyses for the <mark>evaluation</mark> of the Health Led Trials."
"https://www.gov.uk/government/statistics/learning-disability-services-monthly-statistics-at-march-2023-mhsds-january-2023-final","2023-04-20T08:30:04Z","Learning Disability Services Monthly Statistics, AT: March 2023, MHSDS: January 2023 Final","Latest Monthly statistics from the Assuring Transformation collection and MHSDS collection."
"https://www.gov.uk/government/statistics/cyber-security-breaches-survey-2023","2023-04-19T08:30:00Z","Cyber security breaches survey 2023","An annual survey detailing the cost and impact of cyber breaches and attacks on businesses, charities and educational institutions."
"https://www.gov.uk/government/publications/reducing-parental-conflict-programme-evaluation-third-report-on-implementation","2023-04-17T11:51:48Z","Reducing Parental Conflict Programme Evaluation: Third report on implementation","This report summarises <mark>evaluation</mark> findings from the Reducing Parental Conflict Programme (RPC) for the period from January 2021 to December 2021."
"https://www.gov.uk/government/publications/reducing-parental-conflict-programme-evaluation-second-report-on-implementation","2023-04-17T11:51:05Z","Reducing Parental Conflict Programme evaluation: second report on implementation","This report summarises <mark>evaluation</mark> findings from the Reducing Parental Conflict (RPC) programme for the period from December 2019 to January 2021."
"https://www.gov.uk/government/publications/reducing-parental-conflict-programme-evaluation-report-on-early-implementation","2023-04-17T11:49:36Z","Reducing Parental Conflict programme evaluation: report on early implementation","This report summarises emerging findings from the first 9 months of the <mark>evaluation</mark> of the Reducing Parental Conflict Programme."
"https://www.gov.uk/government/publications/confidence-in-the-regime","2023-04-14T16:01:00Z","Confidence in the Regime","Confidence in the insolvency and enforcement regimes"
"https://www.gov.uk/government/publications/operation-soteria-year-one-report","2023-04-14T10:59:27Z","Operation Soteria Year One Report","This report outlines findings from the first year of the policing aspects of Operation Soteria. "
"https://www.gov.uk/government/publications/subsidy-advice-unit-report-on-the-energy-bills-discount-scheme-for-energy-and-trade-intensive-industries","2023-04-13T09:21:00Z","Report on the Energy Bills Discount Scheme for Energy and Trade Intensive Industries","The SAU has published its report prepared in response to a request from the Department for Energy Security and Net Zero (DESNZ) concerning the proposed Energy Bills Discount Scheme for Energy and Trade Intensive Industries."
"https://www.gov.uk/government/statistics/ppe-distribution-england-quarterly-update-to-31-march-2023","2023-04-13T08:30:01Z","PPE distribution (England): quarterly update to 31 March 2023","Experimental statistics about PPE (personal protective equipment) deliveries and related documents."
"https://www.gov.uk/government/statistics/mental-health-services-monthly-statistics-performance-january-provisional-february-2023","2023-04-13T08:30:00Z","Mental Health Services Monthly Statistics, Performance January, Provisional February 2023","This publication provides the most timely statistics available relating to NHS funded secondary mental health, learning disabilities and autism services in England. This information will be of use to people needing access to…"
"https://www.gov.uk/government/statistics/fit-notes-issued-by-gp-practices-england-december-2022","2023-04-13T08:30:00Z","Fit Notes Issued by GP Practices, England, December 2022","Fit notes issued by GP practices in England"
"https://www.gov.uk/government/statistics/wild-bird-populations-in-the-uk","2023-04-13T08:30:00Z","Wild bird populations in the UK","Annual trends in wild bird populations in the UK."
"https://www.gov.uk/government/statistics/wild-bird-populations-in-england","2023-04-13T08:30:00Z","Wild bird populations in England","Annual trends in wild bird populations in England.
"
"https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-enforcement-and-compliance-2022","2023-04-12T14:35:26Z","National Living Wage and National Minimum Wage: government evidence on enforcement and compliance, 2022","This report sets out a summary of the government’s evidence and analysis on the enforcement of the National Living Wage and National Minimum Wage."
"https://www.gov.uk/government/statistics/government-grants-statistics-2021-to-2022","2023-04-12T13:36:04Z","Government grants statistics 2021 to 2022","Statistics and data on government grants spending for the financial year 2021 to 2022."
"https://www.gov.uk/government/publications/evaluation-of-the-modern-electoral-registration-programme-2021-report","2023-04-11T11:42:58Z","Evaluation of the Modern Electoral Registration Programme: 2021 report","This publication is a report of research into the first year of the reformed annual canvass, which took place in 2020."
"https://www.gov.uk/government/publications/evaluation-of-the-modern-electoral-registration-programme-2022-report","2023-04-11T11:42:39Z","Evaluation of the Modern Electoral Registration Programme: 2022 report","This publication is a report of research into the second year of the reformed annual canvass, which took place in 2021. "
"https://www.gov.uk/government/publications/lipid-normalisation-in-the-oecd-305-dietary-test","2023-04-11T07:00:00Z","Lipid normalisation in the OECD 305 dietary test","Explores the currently accepted calculations in the main test method used to understand how chemicals accumulate in fish. "
"https://www.gov.uk/government/publications/blended-advice-and-access-to-justice","2023-04-06T09:00:02Z","Blended Advice and Access to Justice","A new report from the Ministry of Justice offers insight into how advice organisations innovated during the pandemic by implementing blended advice models."
