"documents","keywords"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1150660/reducing-parental-conflict-programme-evaluation-report-on-early-implementation.pdf","evaluation, impact, survey, monitoring, interview, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1150727/rpc-evaluation-second-report-on-implementation.pdf","evaluation, impact, interview, survey, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1150796/reducing-parental-conflict-report.pdf","evaluation, impact, interview, survey, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1150866/NHS-workforce-repeat-asymptomatic-testing-evaluation-report.pdf","evaluation, impact, performance, experimental, realist, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1151297/evaluation-of-the-lower-benefit-cap.pdf","evaluation, survey, interview, impact, case study, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1151299/lower-benefit-cap-quantitative-analysis-of-outcomes-of-capped-households_.pdf","evaluation, survey, impact, interview, monitoring, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1151305/health-led-trials-evaluation-synthesis-report.pdf","evaluation, impact, rct, survey, interview, monitoring, simulation, systematic review, performance, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1151306/summary-evaluation-of-the-health-led-employment-trials.pdf","evaluation, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1151734/ECM_Evaluation_Phase_One_Report.pdf","evaluation, impact, monitoring, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1151847/Justice_Data_Lab_general_annex.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1152421/cym-sector-sustainability-grant-end-of-grant-report.pdf","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1152812/fake-online-reviews-research.pdf","impact, experimental, performance, evaluation, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1153202/2023-04-03-RPC-DEFRA-5210_2__UK_REACH_-_Extending_data_submission_deadlines.pdf","evaluation, impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1153454/The_Chrysalis_Programme_JDL_report.pdf","interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1154233/2023-03-15-RPC-HO-5254_1__Martyns_Law__Protect_Duty___002_.pdf","impact, monitoring, evaluation, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1154630/monitoring_and_evaluating_the_new_pro-competition_regime_for_digital_markets.pdf","monitoring, evaluation, simulation, survey, interview, focus group, impact, theory based, quasi experimental, performance, realist, consultative, experimental, contribution analysis, bayesian updating, instrumental variables, regression discontinuity, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1154763/strategic-export-controls-quarterly-report-jan-mar-2021-cases-in-annual-report-format.pdf","evaluation, rct, survey, performance, monitoring, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1154764/strategic-export-controls-quarterly-report-apr-jun-2021-cases-in-annual-report-format.pdf","evaluation, performance, monitoring, survey, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1154882/Upskill_in_Cyber_pilot_evaluation.pdf","evaluation, impact, interview, survey, performance, monitoring, regression discontinuity, randomised control trial, rct, experimental, instrumental variables, interrupted time series, simulation, propensity score matching"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1155344/help_to_grow_management_end_of_year_one_evaluation_report.pdf","evaluation, survey, impact, monitoring, interview, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1155345/help_to_grow_management_quarterly_progress_report-april_to_june_2022.pdf","evaluation, survey, monitoring, case study, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1155346/help_to_grow_management_quarterly_progress_report-july_to_september_2022.pdf","evaluation, survey, interview, impact, monitoring, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1155805/DCMS_Grassroots_Facilities_Feasibility_Report.pdf","impact, evaluation, monitoring, survey, case study, propensity score matching, regression discontinuity, cost benefit analysis, experimental, performance, interview, synthetic control, cost effectiveness analysis, rapid evidence assessment, realist, focus group, rct, difference in difference, theory based"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1155861/Final_report.pdf","evaluation, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156124/cyber_explorers_pilot_evaluation_final_report.pdf","evaluation, impact, survey, monitoring, interview, focus group, case study, propensity score matching, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156345/reducing-reoffending-process-evaluation.pdf","evaluation, survey, interview, case study, impact, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156562/Statutory_homelessness_in_England_October_-_December_2022_infographic.pdf","performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156633/PIRLS_2021_-_national_report_for_England__May_2023.pdf","evaluation, impact, performance, monitoring, survey, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156889/Final_Report_.pdf","evaluation, impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1156968/B3-indicator-supporting-pack-May-2023.pdf","monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157123/longer-semi-trailer-annual-report-2021.pdf","evaluation, performance, impact, survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157297/pre-release-access-list-december-2022.pdf","performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157300/criminal-justice-statistics-user-guide-december-2022.pdf","experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157301/criminal-justice-statistics-technical-guide-december-2022.pdf","experimental, impact, monitoring, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157435/criminal-justice-statistics-december-2022.pdf","impact, experimental, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157442/NMW_NLW_ethnicity_disability_and_gender.pdf","impact, survey, monitoring, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1157445/Impacts_of_a_higher_than_mandated_minimum_wage.pdf","impact, evaluation, experimental, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1158437/theory-of-change-logic-model.pdf","interview, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1158477/health-transformation-programme-evaluation-strategy.pdf","evaluation, performance, impact, monitoring, survey, interview, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1158662/work-coach-employment-support-evaluation.pdf","evaluation, survey, interview, case study, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1158898/HE_providers__policies_and_practices_to_support_student_mental_health_-_May-2023.pdf","monitoring, survey, impact, interview, consultative, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159135/zebra-pre-implementation-report.pdf","monitoring, evaluation, impact, interview, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159637/options-for-addressing-the-cost-of-pilot-training-quantification-methodology-appendix-a.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159638/options-for-addressing-the-cost-of-pilot-training-research-questionnaire-appendix-b.pdf","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159641/options-for-addressing-the-cost-of-pilot-training-topic-guide-for-stakeholder-interviews-appendix-c.pdf","interview, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159807/sens-gengame-evaluation.pdf","evaluation, interview, survey, propensity score matching, impact, rct, contribution analysis, performance, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159808/sens-smart-local-energy-markets-evaluation.pdf","evaluation, interview, survey, impact, theory based, realist evaluation, focus group, monitoring, realist, contribution analysis, performance, propensity score matching, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159809/sens-meets-evaluation-report.pdf","evaluation, interview, survey, randomised control trial, impact, performance, rct, monitoring, realist, contribution analysis, propensity score matching"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1159810/sens-intelligent-digital-energy-advisory-ideas-evaluation-report.pdf","evaluation, interview, survey, impact, contribution analysis, rct, theory based, monitoring, performance, propensity score matching"
